epoch,conf_loss,iou_loss,loss,mean_iou,total_loss,val_conf_loss,val_iou_loss,val_loss,val_mean_iou,val_total_loss,val_wh_loss,val_xy_loss,wh_loss,xy_loss
97,0.0020020856,0.0008120506,0.0020674137,0.8763606919,0.0020674137,0.0030137497,0.0009690822,0.0030891111,0.8631720824,0.0030891111,0.0002322544,0.0037481984,0.0001969008,0.003348686
98,0.0019807887,0.0008064981,0.0020456387,0.8771444751,0.0020456387,0.0030025461,0.0009685176,0.0030778102,0.8634724385,0.0030778101,0.0002315259,0.0037424107,0.0001964906,0.0033320722
99,0.001961651,0.0008041547,0.0020263856,0.8773385186,0.0020263856,0.0029957003,0.0009696576,0.0030710711,0.8632599864,0.0030710711,0.000233832,0.003746285,0.0001949398,0.0033224185
100,0.0019435067,0.0008004156,0.0020078713,0.877882644,0.0020078713,0.0029878662,0.0009695833,0.003063094,0.8636179854,0.003063094,0.000232357,0.0037384897,0.0001949759,0.0033101723
101,0.0019238985,0.0007972506,0.0019882022,0.8780105817,0.0019882021,0.0029761404,0.0009654889,0.0030510827,0.8638830847,0.0030510827,0.000231454,0.0037267651,0.0001941249,0.0032986956
102,0.001909437,0.0007953261,0.0019734156,0.878602117,0.0019734156,0.0029692397,0.000962656,0.0030440156,0.8641969484,0.0030440156,0.0002315442,0.0037151314,0.0001936724,0.0032891548
103,0.0018947399,0.0007920906,0.0019584063,0.8788975821,0.0019584063,0.0029630885,0.000963647,0.0030378564,0.8641990896,0.0030378564,0.0002300938,0.0037151481,0.0001928979,0.0032765697
104,0.0018806685,0.0007904274,0.0019441729,0.8789934242,0.0019441729,0.0029575496,0.0009633426,0.0030321569,0.8644894249,0.0030321569,0.0002303563,0.0037067095,0.0001924948,0.0032667196
105,0.0018675711,0.0007880902,0.0019309817,0.8794430198,0.0019309817,0.0029504971,0.0009612408,0.0030250073,0.8646959753,0.0030250073,0.000229497,0.0037030996,0.0001920679,0.0032604278
106,0.0018552457,0.0007862327,0.001918396,0.8791974542,0.001918396,0.0029433215,0.0009657294,0.0030179908,0.8644970506,0.0030179908,0.0002312575,0.0037074298,0.0001914068,0.0032489149
107,0.0018424277,0.0007843514,0.001905384,0.8803203004,0.001905384,0.0029371967,0.0009607553,0.0030116254,0.864906326,0.0030116254,0.0002306512,0.0036955869,0.0001910772,0.003242932
108,0.0018326535,0.0007810231,0.001895557,0.8805776837,0.001895557,0.0029319298,0.0009565769,0.0030061305,0.8651820558,0.0030061305,0.0002300572,0.003687188,0.0001909034,0.0032324197
109,0.001821516,0.0007803406,0.0018842652,0.880636385,0.0018842652,0.0029272798,0.0009575169,0.0030014202,0.8652319329,0.0030014202,0.0002299171,0.0036840548,0.0001903569,0.0032236464
110,0.0018096352,0.0007769145,0.0018720919,0.8810506374,0.0018720919,0.0029243258,0.0009543999,0.0029983642,0.8653804811,0.0029983642,0.0002295745,0.0036799254,0.0001902435,0.0032137566
111,0.0017980975,0.0007766613,0.0018604944,0.881090151,0.0018604944,0.002920896,0.0009550807,0.0029948547,0.8655895149,0.0029948547,0.0002287361,0.0036746827,0.0001896332,0.0032094158
112,0.0017912466,0.0007737081,0.0018535791,0.8813250745,0.0018535792,0.0029123168,0.0009522537,0.0029861164,0.8658788561,0.0029861164,0.0002298895,0.0036671851,0.0001890123,0.0032028852
113,0.0017798435,0.0007737495,0.0018419794,0.8804939314,0.0018419794,0.0029075747,0.0009527249,0.0029813404,0.8659692791,0.0029813404,0.0002292168,0.0036648969,0.0001887722,0.0031977465
114,0.001770762,0.0007714685,0.0018326299,0.8819221716,0.0018326299,0.0029034829,0.0009560335,0.0029772968,0.8659486683,0.0029772968,0.0002287438,0.0036644803,0.0001884996,0.0031889483
115,0.0017617392,0.0007694445,0.0018234606,0.882151894,0.0018234606,0.0029015198,0.000952713,0.0029751958,0.8660540942,0.0029751958,0.0002285989,0.0036598123,0.0001878185,0.0031811257
116,0.0017523626,0.0007679321,0.0018141477,0.8821155412,0.0018141477,0.0028964529,0.0009531381,0.0029700777,0.8661917759,0.0029700777,0.0002289278,0.0036553178,0.0001879784,0.0031764649
117,0.0017460672,0.0007663171,0.001807754,0.8822338844,0.001807754,0.0028917956,0.0009477239,0.0029651887,0.8665891189,0.0029651887,0.0002289215,0.0036476401,0.0001875382,0.0031692483
118,0.0017367151,0.0007662275,0.001798274,0.8822718701,0.001798274,0.0028876009,0.0009502979,0.0029610421,0.8665350456,0.0029610422,0.0002287252,0.0036466889,0.0001879198,0.0031656098
119,0.00173142,0.0007638918,0.0017928564,0.8828611968,0.0017928564,0.0028845676,0.0009509372,0.0029579923,0.8665759138,0.0029579923,0.0002277503,0.0036457094,0.0001875157,0.0031579959
120,0.0017247261,0.0007632244,0.0017858817,0.8823286281,0.0017858817,0.0028818163,0.0009482521,0.0029551156,0.8666947994,0.0029551156,0.0002272991,0.0036408023,0.0001871802,0.0031540219
121,0.0017170433,0.0007620215,0.0017780285,0.8831244284,0.0017780285,0.002875526,0.0009478367,0.0029487402,0.8669756035,0.0029487402,0.0002280894,0.003635527,0.0001866589,0.003148478
122,0.001709273,0.0007603862,0.0017704662,0.883039364,0.0017704662,0.0028743935,0.0009438185,0.0029474635,0.8670553604,0.0029474635,0.0002271209,0.0036313912,0.000186399,0.0031420795
123,0.0017017109,0.0007596759,0.0017627012,0.8837610177,0.0017627012,0.0028690467,0.0009451811,0.0029421338,0.8670489646,0.0029421338,0.0002277913,0.0036300895,0.0001862733,0.0031364105
124,0.0016965482,0.0007575716,0.0017574067,0.8837869263,0.0017574067,0.0028677376,0.0009452021,0.0029407368,0.8672617277,0.0029407368,0.0002269343,0.0036243202,0.0001858206,0.0031325623
125,0.0016900499,0.0007557325,0.0017508457,0.8838968623,0.0017508457,0.0028624829,0.0009450942,0.0029354491,0.8672745863,0.0029354492,0.000226815,0.0036229295,0.0001857826,0.0031257561
126,0.0016836622,0.000756539,0.0017445056,0.8835855264,0.0017445056,0.0028611596,0.0009445706,0.0029341695,0.8672142202,0.0029341695,0.0002281236,0.0036259329,0.000185488,0.0031225369
127,0.0016764093,0.0007551132,0.001737139,0.8841786718,0.001737139,0.0028581529,0.0009434674,0.0029310233,0.8673729172,0.0029310233,0.0002271262,0.0036196073,0.000184853,0.0031157043
128,0.001670695,0.0007536837,0.0017311229,0.8834627794,0.0017311229,0.0028559847,0.0009420292,0.0029287689,0.8675377647,0.0029287689,0.0002259995,0.0036149806,0.0001845803,0.0031104887
129,0.001667451,0.0007526709,0.0017277522,0.8839833513,0.0017277522,0.0028532753,0.0009401691,0.0029259616,0.8677360063,0.0029259616,0.0002271432,0.0036102879,0.0001848274,0.003110793
130,0.0016603845,0.0007510747,0.0017206512,0.884417386,0.0017206512,0.0028512003,0.0009428576,0.0029239819,0.8676487191,0.0029239819,0.0002276533,0.0036124678,0.0001848838,0.0031009612
131,0.0016555061,0.0007512397,0.0017158595,0.884415008,0.0017158595,0.0028503282,0.0009415621,0.0029230429,0.8677372966,0.0029230429,0.0002271362,0.0036100083,0.0001845775,0.0031023688
132,0.0016498619,0.0007498275,0.0017101998,0.8765319096,0.0017101998,0.0028454991,0.0009407012,0.0029181314,0.8678140362,0.0029181314,0.0002262187,0.0036072804,0.0001842155,0.0030954778
133,0.0016450799,0.0007481038,0.0017052572,0.8847440931,0.0017052572,0.0028432383,0.0009376982,0.0029157515,0.8680458345,0.0029157515,0.0002262047,0.0036026908,0.0001833569,0.0030908608
134,0.0016389608,0.000748003,0.0016989659,0.885176823,0.0016989659,0.0028388814,0.0009366477,0.0029113008,0.8682368393,0.0029113008,0.0002267083,0.0035968916,0.0001837692,0.0030874546
135,0.0016339437,0.0007457704,0.0016939688,0.8850519134,0.0016939688,0.0028370543,0.0009371593,0.0029094635,0.8682048232,0.0029094635,0.0002264797,0.0035962823,0.0001837789,0.003083201
136,0.0016287571,0.0007459076,0.0016886268,0.8850054426,0.0016886268,0.0028354336,0.0009375248,0.0029078743,0.8681833237,0.0029078743,0.0002267295,0.0035977058,0.0001835963,0.0030809579
137,0.001624637,0.0007438763,0.0016845282,0.8851782245,0.0016845282,0.0028309743,0.0009344436,0.002903266,0.8683730817,0.002903266,0.0002262401,0.0035910852,0.0001834786,0.0030782466
138,0.0016192044,0.0007443514,0.0016790088,0.8850517889,0.0016790088,0.0028309855,0.0009348392,0.0029033389,0.8683119957,0.0029033389,0.000227242,0.0035937555,0.0001832291,0.0030738251
139,0.0016171279,0.0007423701,0.0016767472,0.8855873486,0.0016767472,0.0028274005,0.0009361866,0.0028996864,0.8684623639,0.0028996864,0.0002267385,0.0035883647,0.0001831562,0.0030711802
