epoch,conf_loss,iou_loss,loss,mean_iou,total_loss,val_conf_loss,val_iou_loss,val_loss,val_mean_iou,val_total_loss,val_wh_loss,val_xy_loss,wh_loss,xy_loss
585,0.0023598810532948354,0.0,0.002454336292418727,0.5802809273874437,0.002454336294344299,0.0020947482707024128,0.0,0.002166146144058411,0.5919371076000547,0.0021661461380681076,0.0010622470932944849,0.0037678403944880205,0.002410054385435541,0.003860337485282405
585,0.00204456432774576,0.0,0.0020747639290427133,0.5736975214375386,0.0020747639359711633,0.0021296334247658615,0.0,0.0021540880594617955,0.5817843885511879,0.0021540880756169183,0.0006233072028939145,0.002576896086871602,0.0013578980810964732,0.0025587760207565692
586,0.001949222904336591,0.0,0.0019723693245720045,0.587169587773965,0.0019723693215206867,0.002117211504787938,0.0,0.002140564141706478,0.5843670317878021,0.0021405641283365707,0.0005519489941981399,0.00259418139519867,0.0005564518704909359,0.0024778657384650375
587,0.0022549196189184414,0.0,0.0023006240611801857,0.5802794520287716,0.002300624062154767,0.001978693146376431,0.0,0.00202049836931946,0.5988603072527859,0.00202049838688138,0.00041801534437410496,0.0023415384226089255,0.0004791075570869496,0.002576067377937655
588,0.0018255823621922606,0.0,0.0018673608793323502,0.5963759994783693,0.0018673608783577689,0.001926467363613892,0.0,0.0019676490223591962,0.6020712880750158,0.0019676490306847418,0.0003970358310686311,0.002320803544361117,0.00039564227751059564,0.002385429121185003
589,0.001760124166273139,0.0,0.001800964600051022,0.5995811161626651,0.0018009646001311893,0.0019120576297198275,0.0,0.0019530809504488906,0.6028673282753867,0.0019530809537933406,0.0003876270382769843,0.0023193262599996113,0.0003777171067014873,0.0023547151122069176
590,0.0017256497459739455,0.0,0.0017662885772628202,0.6008108688469613,0.0017662885816704433,0.0019002611820744283,0.0,0.0019411636021900193,0.6028350177195952,0.0019411636070430296,0.0003831756040072501,0.0023158931526330397,0.00036852249789429977,0.0023412983523253697
591,0.0017050823105488207,0.0,0.001745404857989537,0.6016376231172553,0.0017454048631092333,0.001900407929757034,0.0,0.0019413584839008422,0.6029434704255942,0.001941358483331574,0.00038140155219878265,0.002321100925621383,0.0003624573931856397,0.002329201108250136
592,0.001687128388547295,0.0,0.001727225234987435,0.6019869815875091,0.0017272252340175694,0.0018953954688106006,0.0,0.0019360492031276681,0.6041463525487625,0.0019360492007225105,0.00037553536931672166,0.0023071407423580115,0.00035834344037094957,0.0023212155224303956
593,0.0016778625176562516,0.0,0.0017179409128188349,0.6024451588187191,0.0017179409145416434,0.0018950901849851159,0.0,0.0019358114575372877,0.603540968924105,0.0019358114664605648,0.00037421623111388267,0.002312921104078297,0.00035545275127980483,0.0023148147160108896
594,0.0016671839311330743,0.0,0.0017070558423562718,0.6034313470133247,0.0017070558455283772,0.0018909292945892761,0.0,0.0019315795492196414,0.6040354299370408,0.0019315795359841586,0.0003719833556677654,0.0023095840722559277,0.00035263622715835823,0.0023093241085382615
595,0.0016585032744578679,0.0,0.0016983417424600562,0.6030680828599263,0.0016983417434770793,0.0018887250912193582,0.0,0.0019294243727037614,0.6038386739262159,0.0019294243656448372,0.00037185411698476375,0.002313537152101511,0.00034982304146240206,0.002307587726617118
596,0.0016499731852360185,0.0,0.0016896469434783306,0.6037363130016775,0.0016896469452868078,0.001889762400402141,0.0,0.0019304340704421634,0.6036951865427068,0.0019304340746689789,0.00036999984031820936,0.0023136943341335306,0.0003480317818112581,0.0023000484735667486
597,0.0016451445028691745,0.0,0.001684737808878156,0.6039933030553164,0.00168473781017655,0.001888844878436977,0.0,0.0019295211446762979,0.6036629550614392,0.0019295211427407862,0.0003689748694588519,0.0023144331986703942,0.0003457743870879114,0.0022981526908574636
598,0.0016383711650195226,0.0,0.0016779134795534979,0.6044453281342839,0.0016779134786826621,0.0018856484361330485,0.0,0.0019262807530551365,0.6037486056535343,0.0019262807608256458,0.0003683244142326137,0.00231211971546225,0.00034447104043923085,0.0022935228986472453
599,0.0016348952411080035,0.0,0.0016744577441564913,0.6044386885116592,0.0016744577432219936,0.0018850212889976235,0.0,0.001925661124748435,0.6037865020826568,0.0019256611413283678,0.00036764695450850285,0.0023135847404649286,0.0003430955128736951,0.00229412144417325
600,0.0016307249077823509,0.0,0.001670168445225153,0.6044587928509023,0.0016701684460173935,0.0018860047164018447,0.0,0.0019266512954390145,0.6040458177004583,0.0019266513139117637,0.0003667326988897134,0.002314678198443885,0.0003419007945957571,0.0022912678264142847
601,0.0016260687955045887,0.0,0.0016654100450917237,0.6050012274655078,0.00166541004691985,0.001883806301904774,0.0,0.0019244398620869956,0.6038186165406243,0.001924439855141925,0.0003660861654224188,0.002314540829901153,0.0003409051151161869,0.002286435710058741
602,0.001620666126264063,0.0,0.001660055952094965,0.6046771149328841,0.0016600559515196477,0.0018834271239305215,0.0,0.0019240621110614535,0.603822553915616,0.0019240621089836251,0.00036544904067559045,0.0023152740598795137,0.00034081353667926275,0.002289413466867006
603,0.0016170711176836615,0.0,0.0016563508188784074,0.6051067541812903,0.001656350818516869,0.0018822720177553611,0.0,0.0019228487958662522,0.6041492863214395,0.0019228487805244775,0.00036420360320557393,0.0023123992836412526,0.0003389500742957694,0.002285834603681743
